model,classifier,source_species,target_species,accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,mcc,roc_auc_macro,n_classes_in_test
reddino_base,LR,Ovale,Falciparum,0.6190476190476191,0.34210526315789475,0.3333333333333333,0.9047619047619048,0.2280701754385965,0.6190476190476191,0.2708333333333333,0.7351190476190477,0.20679254796712776,,2
reddino_base,KNN_1,Ovale,Falciparum,0.38095238095238093,0.21052631578947367,0.3333333333333333,0.9047619047619048,0.14035087719298245,0.38095238095238093,0.19753086419753085,0.5361552028218695,0.0,,2
reddino_base,KNN_3,Ovale,Falciparum,0.38095238095238093,0.21052631578947367,0.3333333333333333,0.9047619047619048,0.14035087719298245,0.38095238095238093,0.19753086419753085,0.5361552028218695,0.0,,2
reddino_base,KNN_5,Ovale,Falciparum,0.38095238095238093,0.21052631578947367,0.3333333333333333,0.9047619047619048,0.14035087719298245,0.38095238095238093,0.19753086419753085,0.5361552028218695,0.0,,2
reddino_base,RF,Ovale,Vivax,0.7333333333333333,0.525925925925926,0.45,0.8666666666666667,0.3944444444444445,0.7333333333333333,0.41875,0.7916666666666666,0.5948473748612553,,3
reddino_base,LR,Ovale,Vivax,0.6666666666666666,0.5185185185185185,0.45833333333333337,0.8777777777777779,0.3888888888888889,0.6666666666666666,0.40584415584415584,0.7316017316017316,0.5675307559556272,,3
reddino_base,KNN_1,Ovale,Vivax,0.7333333333333333,0.5555555555555555,0.4285714285714286,0.8380952380952381,0.41666666666666663,0.7333333333333333,0.4083333333333333,0.7577777777777778,0.5999335290531389,,3
reddino_base,KNN_3,Ovale,Vivax,0.7333333333333333,0.5555555555555555,0.4285714285714286,0.8380952380952381,0.41666666666666663,0.7333333333333333,0.4083333333333333,0.7577777777777778,0.5999335290531389,,3
reddino_base,KNN_5,Ovale,Vivax,0.7333333333333333,0.5555555555555555,0.4285714285714286,0.8380952380952381,0.41666666666666663,0.7333333333333333,0.4083333333333333,0.7577777777777778,0.5999335290531389,,3
reddino_base,RF,Ovale,Malariae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13977131156292244,,3
reddino_base,LR,Ovale,Malariae,0.08333333333333333,0.08333333333333333,0.0625,0.08333333333333333,0.0625,0.08333333333333333,0.0625,0.08333333333333333,-0.14322297480788657,,3
reddino_base,KNN_1,Ovale,Malariae,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.0625,0.08333333333333333,0.07142857142857142,0.09523809523809523,-0.17517818845014438,,3
reddino_base,KNN_3,Ovale,Malariae,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.0625,0.08333333333333333,0.07142857142857142,0.09523809523809523,-0.17517818845014438,,3
reddino_base,KNN_5,Ovale,Malariae,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.0625,0.08333333333333333,0.07142857142857142,0.09523809523809523,-0.17517818845014438,,3
resnet50,RF,Falciparum,Vivax,0.6,0.3333333333333333,0.19999999999999998,0.36,0.3333333333333333,0.6,0.25,0.45,0.0,,3
resnet50,LR,Falciparum,Vivax,0.8,0.5333333333333333,0.5833333333333334,0.7833333333333333,0.5333333333333333,0.8,0.5357142857142857,0.7642857142857142,0.6183973271589134,,3
resnet50,KNN_1,Falciparum,Vivax,0.7333333333333333,0.4962962962962963,0.4666666666666666,0.6799999999999999,0.4962962962962963,0.7333333333333333,0.4807017543859649,0.7052631578947367,0.46028730894916164,,3
resnet50,KNN_3,Falciparum,Vivax,0.7333333333333333,0.4962962962962963,0.4666666666666666,0.6799999999999999,0.4962962962962963,0.7333333333333333,0.4807017543859649,0.7052631578947367,0.46028730894916164,,3
resnet50,KNN_5,Falciparum,Vivax,0.7333333333333333,0.4962962962962963,0.4666666666666666,0.6799999999999999,0.4962962962962963,0.7333333333333333,0.4807017543859649,0.7052631578947367,0.46028730894916164,,3
resnet50,RF,Falciparum,Ovale,0.7,0.5,0.35,0.48999999999999994,0.5,0.7,0.4117647058823529,0.5764705882352941,0.0,,2
resnet50,LR,Falciparum,Ovale,0.7,0.5952380952380952,0.625,0.675,0.5952380952380952,0.7,0.6000000000000001,0.68,0.2182178902359924,,2
resnet50,KNN_1,Falciparum,Ovale,0.7,0.5952380952380952,0.625,0.675,0.5952380952380952,0.7,0.6000000000000001,0.68,0.2182178902359924,,2
resnet50,KNN_3,Falciparum,Ovale,0.7,0.5952380952380952,0.625,0.675,0.5952380952380952,0.7,0.6000000000000001,0.68,0.2182178902359924,,2
resnet50,KNN_5,Falciparum,Ovale,0.7,0.5952380952380952,0.625,0.675,0.5952380952380952,0.7,0.6000000000000001,0.68,0.2182178902359924,,2
resnet50,RF,Falciparum,Malariae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3
resnet50,LR,Falciparum,Malariae,0.08333333333333333,0.3333333333333333,0.0625,0.020833333333333332,0.25,0.08333333333333333,0.1,0.03333333333333333,0.11322770341445956,,3
resnet50,KNN_1,Falciparum,Malariae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03580574370197165,,3
resnet50,KNN_3,Falciparum,Malariae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03580574370197165,,3
resnet50,KNN_5,Falciparum,Malariae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03580574370197165,,3
resnet50,RF,Vivax,Falciparum,0.047619047619047616,0.25,0.16666666666666666,0.047619047619047616,0.16666666666666666,0.047619047619047616,0.16666666666666666,0.047619047619047616,0.2236842105263158,,2
resnet50,LR,Vivax,Falciparum,0.047619047619047616,0.02631578947368421,0.3333333333333333,0.9047619047619048,0.017543859649122806,0.047619047619047616,0.03333333333333333,0.09047619047619049,0.03627381250550058,,2
resnet50,KNN_1,Vivax,Falciparum,0.19047619047619047,0.10526315789473684,0.25,0.9047619047619048,0.05263157894736842,0.19047619047619047,0.08695652173913043,0.3146997929606625,0.06554735253444621,,2
resnet50,KNN_3,Vivax,Falciparum,0.19047619047619047,0.10526315789473684,0.25,0.9047619047619048,0.05263157894736842,0.19047619047619047,0.08695652173913043,0.3146997929606625,0.06554735253444621,,2
