model,classifier,fold,accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,mcc,roc_auc_macro,n_classes_in_val,split
convnext_tiny,KNN_5,fold4,0.9827586206896551,0.975,0.984375,0.9838362068965517,0.975,0.9827586206896551,0.9787775891341256,0.9825829869445583,0.9767186200021832,0.9818011143410852,4,test
convnext_tiny,RF,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
convnext_tiny,RF,fold5,0.9655172413793104,0.95,0.9705882352941176,0.9695740365111561,0.95,0.9655172413793104,0.9565972222222222,0.9646791187739463,0.9541140661025348,0.9922662306201551,4,test
convnext_tiny,LR,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
convnext_tiny,LR,fold5,0.9827586206896551,0.975,0.984375,0.9838362068965517,0.975,0.9827586206896551,0.9787775891341256,0.9825829869445583,0.9767186200021832,0.9948037790697675,4,test
convnext_tiny,KNN_1,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
convnext_tiny,KNN_1,fold5,0.9827586206896551,0.975,0.984375,0.9838362068965517,0.975,0.9827586206896551,0.9787775891341256,0.9825829869445583,0.9767186200021832,0.984593023255814,4,test
convnext_tiny,KNN_3,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
convnext_tiny,KNN_3,fold5,0.9827586206896551,0.975,0.984375,0.9838362068965517,0.975,0.9827586206896551,0.9787775891341256,0.9825829869445583,0.9767186200021832,0.9836845930232558,4,test
convnext_tiny,KNN_5,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
convnext_tiny,KNN_5,fold5,0.9827586206896551,0.975,0.984375,0.9838362068965517,0.975,0.9827586206896551,0.9787775891341256,0.9825829869445583,0.9767186200021832,0.9818011143410852,4,test
dinobloom_base,RF,fold1,0.6857142857142857,0.6333333333333333,0.5,1.0,0.31666666666666665,0.6857142857142857,0.35526315789473684,0.7518796992481204,0.5672273623252055,,2,val
dinobloom_base,RF,fold1,0.9137931034482759,0.9,0.9052197802197803,0.928476695718075,0.9,0.9137931034482759,0.8970628322202535,0.9169560987531313,0.8847722803333546,0.9909702034883722,4,test
dinobloom_base,LR,fold1,0.8857142857142857,0.8666666666666667,0.5,1.0,0.43333333333333335,0.8857142857142857,0.46153846153846156,0.9340659340659341,0.8058384455858668,,2,val
dinobloom_base,LR,fold1,0.9655172413793104,0.9583333333333333,0.9583333333333333,0.9655172413793104,0.9583333333333333,0.9655172413793104,0.9583333333333333,0.9655172413793104,0.9527302363488183,0.9945494186046511,4,test
dinobloom_base,KNN_1,fold1,0.8857142857142857,0.8666666666666667,0.4772727272727273,0.948051948051948,0.43333333333333335,0.8857142857142857,0.4496336996336996,0.9068550497121924,0.7882634225314346,,2,val
dinobloom_base,KNN_1,fold1,0.9827586206896551,0.975,0.984375,0.9838362068965517,0.975,0.9827586206896551,0.9787775891341256,0.9825829869445583,0.9767186200021832,0.984593023255814,4,test
dinobloom_base,KNN_3,fold1,0.8857142857142857,0.8666666666666667,0.4880952380952381,0.9727891156462586,0.43333333333333335,0.8857142857142857,0.4554409005628518,0.9201286518359688,0.7957587675990379,,2,val
dinobloom_base,KNN_3,fold1,0.9482758620689655,0.9416666666666667,0.9366883116883118,0.950179131213614,0.9416666666666667,0.9482758620689655,0.9384236453201971,0.948615593680992,0.9296188061889497,0.9818677325581394,4,test
dinobloom_base,KNN_5,fold1,0.8857142857142857,0.8666666666666667,0.5,1.0,0.43333333333333335,0.8857142857142857,0.46153846153846156,0.9340659340659341,0.8046797987672247,,2,val
dinobloom_base,KNN_5,fold1,0.9482758620689655,0.9416666666666667,0.9366883116883118,0.950179131213614,0.9416666666666667,0.9482758620689655,0.9384236453201971,0.948615593680992,0.9296188061889497,0.9938953488372093,4,test
dinobloom_base,RF,fold2,0.9166666666666666,0.875,0.5,1.0,0.4375,0.9166666666666666,0.4642857142857143,0.9523809523809524,0.8336878678455791,,2,val
dinobloom_base,RF,fold2,0.9310344827586207,0.925,0.9340301003344482,0.9313804636143467,0.925,0.9310344827586207,0.9279220779220779,0.9293551276309897,0.9065002434923531,0.9850593507751939,4,test
dinobloom_base,LR,fold2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,val
dinobloom_base,LR,fold2,0.9655172413793104,0.9583333333333333,0.9583333333333333,0.9655172413793104,0.9583333333333333,0.9655172413793104,0.9583333333333333,0.9655172413793104,0.9527302363488183,0.9961119186046511,4,test
dinobloom_base,KNN_1,fold2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,val
dinobloom_base,KNN_1,fold2,0.9655172413793104,0.9583333333333333,0.9641025641025642,0.96684350132626,0.9583333333333333,0.9655172413793104,0.9601754385964911,0.9654083484573502,0.9530810892874486,0.9735422986181328,4,test
